Epoch,Train_Acc,Val_Acc,Train_Loss,Val_Loss
0,0.77655977,0.7930999994277954,0.9717034290760215,0.37606175082961096
1,0.7953766,0.8031417727470398,0.3935258434359896,0.3687585821254136
2,0.795824,0.7921057939529419,0.3833625582670235,0.363133992310143
3,0.7950783,0.7921057939529419,0.38231679667088336,0.3682714452632594
4,0.79517776,0.7921057939529419,0.3847899416934309,0.373572601650268
5,0.7952026,0.7921057939529419,0.37117879818601746,0.35126414068367684
6,0.79515284,0.7920063734054565,0.3682054266907699,0.3533533815836001
7,0.7961969,0.7921057939529419,0.36337798731616855,0.34056904074045363
8,0.79696745,0.7996619343757629,0.36124903128688207,0.3348821681485448
9,0.7977629,0.7920063734054565,0.35747849973700635,0.33708088104401085
10,0.7968432,0.8016504049301147,0.35440310406619685,0.3582061992402246
11,0.797042,0.7920063734054565,0.3514883796670322,0.3317810766240384
12,0.80084515,0.802644670009613,0.34664532797211534,0.33211116809497937
13,0.804872,0.8123881220817566,0.34391991420672835,0.32140061688318855
14,0.8071091,0.8124875426292419,0.3385430718946896,0.3212548605156931
15,0.8091474,0.8122887015342712,0.33722707290066256,0.31978031479120017
16,0.8091474,0.8117915987968445,0.3338686087906079,0.31435547925222224
17,0.8120557,0.8119904398918152,0.3296509723038985,0.3183902873625976
18,0.8140691,0.8233247399330139,0.32775264169605045,0.30791868841015196
19,0.81434256,0.8233247399330139,0.3242758221096463,0.3019867048784572
20,0.8137957,0.8218333721160889,0.32325051023004187,0.3117473053514993
21,0.8165548,0.8252137899398804,0.32455852524783224,0.30238722458253636
22,0.8198608,0.8191489577293396,0.31900315125235096,0.30319655756989256
23,0.8215262,0.8275005221366882,0.31108196579695874,0.30426612729864105
24,0.8232662,0.8275999426841736,0.31325499481106467,0.2931205646006576
25,0.82329106,0.8264068365097046,0.3118233591192195,0.30045993865828174
26,0.82301766,0.8289918303489685,0.30724618246669116,0.2930031608909422
27,0.82597566,0.8299860954284668,0.3022140352177199,0.2881205340376619
28,0.82527965,0.8290912508964539,0.3030579496935295,0.29378483987134263
29,0.82759136,0.8314774036407471,0.3025988963181896,0.2935924392603197
30,0.82749194,0.8343607187271118,0.3002034281916859,0.28938466897776927
31,0.8285359,0.8305826187133789,0.294721223137256,0.2872942526965332
32,0.82647276,0.8332670331001282,0.2945808225859761,0.29142530550774676
33,0.82793933,0.8327699303627014,0.29296497268638827,0.2892204066125506
34,0.82960474,0.8317757248878479,0.29302077947521044,0.2850459086228896
35,0.83054936,0.8321734070777893,0.2878555878259755,0.2883456396900131
36,0.83136964,0.8315768837928772,0.28743369890450543,0.28300557579925933
37,0.8304748,0.8336647152900696,0.28591016435353517,0.29006800419365963
38,0.8315685,0.8329687714576721,0.2859964813887999,0.28719961738036487
39,0.8279145,0.8312785625457764,0.2831348289594169,0.28235550292042194
40,0.8318916,0.8349572420120239,0.28336517254926363,0.2786225534073281
41,0.83181703,0.8339630365371704,0.27906504880573035,0.2821546776213165
42,0.83298534,0.8316763043403625,0.2813409815550502,0.2833976170181825
43,0.83293563,0.8309803009033203,0.28040533371004867,0.2858300891494296
44,0.83368134,0.8347584009170532,0.27488801612387004,0.2807507794013339
45,0.8446433,0.8607078790664673,0.27326817010991644,0.28759485234273646
