Epoch,Train_Acc,Val_Acc,Train_Loss,Val_Loss
0,0.85806435,0.8718621730804443,0.4675936140768444,0.28337135273260383
1,0.8729992,0.8718621730804443,0.30195707047818726,0.2751961964838546
2,0.87317413,0.8719496130943298,0.28407529889390315,0.2662454467727205
3,0.87356776,0.8719496130943298,0.27590028408692907,0.2661766182752791
4,0.8737208,0.8718621730804443,0.2736246509183103,0.26388042942725654
5,0.8736771,0.8719496130943298,0.27264730058180986,0.2641295675717136
6,0.8736552,0.8719496130943298,0.2609071130542151,0.23532332730978314
7,0.8736333,0.8718621730804443,0.26066202177735937,0.22960416352765553
8,0.8736333,0.8716872334480286,0.2516999216146652,0.22539654369430573
9,0.8742237,0.8722119927406311,0.2465334085329388,0.2137983906725766
10,0.87415814,0.8719496130943298,0.2358696669793698,0.1985216668459058
11,0.87437683,0.8726493716239929,0.23046277716937033,0.19048475824784578
12,0.8756888,0.8722994923591614,0.22180208978008162,0.19005097180727448
13,0.8773944,0.8766728043556213,0.21076056133373447,0.18470003564641574
14,0.8799309,0.8908423185348511,0.202764446608384,0.16778733717830102
15,0.8825549,0.8863815069198608,0.19292338853780963,0.1546912162519811
16,0.88454473,0.8946908116340637,0.1834813092550059,0.14872127291811196
17,0.88428235,0.8970524072647095,0.17639434076555652,0.13633503321208615
18,0.89204496,0.9574914574623108,0.1694193608041595,0.13037158821817876
19,0.9004417,0.9589784145355225,0.16455002816723555,0.12293725477841586
20,0.90422463,0.9539053440093994,0.15920333837071898,0.1205422941940377
21,0.90824807,0.9490072727203369,0.15416927144112555,0.12131278783468753
22,0.90680486,0.964138925075531,0.15437595260421674,0.1147143387218676
23,0.9116155,0.9658882021903992,0.14844643046805253,0.10683646210520055
24,0.91163737,0.9651885032653809,0.14864370319397652,0.10649545406480375
25,0.9145019,0.9612525105476379,0.14526692683965967,0.10638813706968417
26,0.9172571,0.9650135636329651,0.1411941135874844,0.10483190200934206
27,0.9159669,0.9685996770858765,0.14052098037913371,0.10206058205639003
28,0.9191376,0.9668503403663635,0.13649195984239226,0.10032548272908438
29,0.9194875,0.974197506904602,0.1337756776854267,0.08831210876466783
30,0.9207557,0.9697367548942566,0.13309347568680835,0.09372860417884343
31,0.9205589,0.964138925075531,0.132221135213485,0.09913776240226926
32,0.91961867,0.9704364538192749,0.13409869633514007,0.09235235807057973
33,0.92182714,0.9717484712600708,0.12759149575886697,0.08253769896553693
34,0.92267996,0.9754220247268677,0.12317725633773072,0.07712825234312404
35,0.922505,0.9722732305526733,0.12289027649891988,0.08291460142689125
36,0.9246479,0.9720108509063721,0.12001952478970211,0.08448528741322393
37,0.9268346,0.9731479287147522,0.11819529570205771,0.07490275302871073
38,0.9285183,0.9740225672721863,0.11389980681920255,0.07518312726278979
39,0.9284965,0.9727105498313904,0.11389524016330888,0.07594695102417238
40,0.92585063,0.971311092376709,0.11589002431606794,0.07684503983731325
41,0.93020207,0.9749847054481506,0.1109748564710728,0.07131003543863582
42,0.93070495,0.974197506904602,0.10885766673229356,0.07230604699910011
43,0.9300271,0.9757719039916992,0.10964577570316475,0.07152737654744927
44,0.93068314,0.9768214821815491,0.10804871647121565,0.0679579231821911
45,0.92899936,0.9736726880073547,0.10975854151973384,0.06951529413088928
46,0.93177646,0.9758593440055847,0.10558475105312358,0.06919693101455218
47,0.93564683,0.9750721454620361,0.1036071060802913,0.07590571803185067
48,0.9321919,0.9776961207389832,0.10665617535407385,0.06627763820285718
49,0.93518764,0.9750721454620361,0.1038783543052338,0.06909271789054712
50,0.93628097,0.9752470850944519,0.10264402732603675,0.07187470137016605
51,0.93778974,0.9770838618278503,0.10117789625868671,0.06573569021325959
52,0.941026,0.9769964218139648,0.09783704992232856,0.07206960965029724
53,0.94203186,0.9776961207389832,0.09543816432543213,0.06356738261154482
54,0.94351876,0.9753345847129822,0.09447452175323183,0.07415817566766655
55,0.9435625,0.9778710603713989,0.09360115957350845,0.06327819544748664
56,0.94332194,0.9789206385612488,0.09395268552808804,0.05904599730514181
57,0.94463396,0.9797953367233276,0.09096446237056408,0.06364409821846818
58,0.9459022,0.9789206385612488,0.09111714108815232,0.062254085597558295
59,0.9455742,0.9782209396362305,0.09246150437124359,0.06321935116596958
60,0.94749844,0.9806699752807617,0.08911018387404658,0.05815000716913881
61,0.94981635,0.9791830778121948,0.08613831829972064,0.06207260853097496
62,0.9523966,0.980495035648346,0.08402406256217443,0.058240453448958895
63,0.95320565,0.9791830778121948,0.08171897397835945,0.06780388710182461
64,0.952484,0.976121723651886,0.08272852393144657,0.07393660680238973
65,0.9535992,0.979008138179779,0.08185953809621087,0.061079684083520984
