Epoch,Train_Acc,Val_Acc,Train_Loss,Val_Loss
0,0.79977286,0.8202707767486572,0.414197503710805,0.38001046472271865
1,0.8238215,0.8307802081108093,0.3542953521619141,0.3764713228619477
2,0.8282972,0.8345208168029785,0.33670128507884256,0.35410878449773975
3,0.8342649,0.8425365090370178,0.3249004560527567,0.335461768097074
4,0.83929724,0.8471677899360657,0.31993927105323233,0.3313655413615563
5,0.8453094,0.8491271734237671,0.3126408921829214,0.30576493102416136
6,0.84956247,0.8494834303855896,0.3078543190280926,0.30062678615563615
7,0.8538155,0.853313148021698,0.3023792186244254,0.29703040358898775
8,0.8557305,0.857053816318512,0.3004648704434734,0.2958497651369919
9,0.85893697,0.8595475554466248,0.29548568025564165,0.29581194421681895
10,0.85940456,0.8615959882736206,0.292856788187446,0.2862253764005246
11,0.86111915,0.8649803996086121,0.2892684468760562,0.28124666159841827
12,0.8627224,0.8649803996086121,0.2870940976157589,0.2869964396885633
13,0.86708677,0.8553615808486938,0.28222338648517065,0.3038145770562005
14,0.8688682,0.8650694489479065,0.28121918575110016,0.2849511943935371
15,0.8699815,0.8621304035186768,0.27807299355145126,0.28282023939238693
16,0.8706495,0.871749222278595,0.2766629351155866,0.27026105400587597
17,0.8714289,0.8726398348808289,0.2733764481126682,0.26549878323634496
18,0.8741232,0.8750445246696472,0.2710251504814445,0.2641141690581899
19,0.87492484,0.8770039081573486,0.26931692613634045,0.26169678587950884
20,0.8768176,0.8784289360046387,0.2675115328583482,0.26822782075613216
21,0.87868804,0.878250777721405,0.2634082795488149,0.2563758001426891
22,0.88118196,0.881546139717102,0.2621105366980969,0.2545024601110242
23,0.88113743,0.8814570903778076,0.2597678288946479,0.25687702297952025
24,0.8804917,0.8813679814338684,0.25998307741071364,0.25335127401912516
25,0.88363135,0.880833625793457,0.2573465891174957,0.25342972160426164
26,0.8847447,0.8835055232048035,0.25508672144276345,0.2462488713640737
27,0.8862143,0.8868899345397949,0.2533062532895521,0.24449719611779624
28,0.8847002,0.8867117762565613,0.2524218676147789,0.24629836291934742
29,0.8861921,0.8835055232048035,0.2509559789346617,0.24712741546436354
30,0.88532364,0.8871570825576782,0.2503315015581121,0.24332179034100251
31,0.88732773,0.8894727230072021,0.247903309233742,0.24046162849522418
32,0.88832974,0.8865336775779724,0.24546625131936559,0.24171720108592643
33,0.8892427,0.8875133395195007,0.24416449396927042,0.24050411157307355
34,0.88955444,0.8907196521759033,0.24482562229916244,0.2394181917709178
35,0.8903338,0.8942821621894836,0.24303222852754605,0.2339386541965724
36,0.891937,0.8946384191513062,0.24306722052332133,0.23353118751772706
37,0.89171433,0.8960633873939514,0.24009576497724783,0.23285617255468066
38,0.89224875,0.8960633873939514,0.24125970512805742,0.23057035704206053
39,0.89251596,0.8983790278434753,0.23861039308278842,0.2301268974709944
40,0.89253825,0.8977556228637695,0.23902503092111282,0.22874947371625542
41,0.89374065,0.897132158279419,0.23783430058082988,0.22974282097553161
42,0.8943864,0.8916993141174316,0.2352063327705208,0.23707369202432746
43,0.8958783,0.8973103165626526,0.23550124550300258,0.22809030163381547
44,0.89578927,0.8969540596008301,0.2368229391962597,0.22575002123568888
45,0.8968803,0.9008728265762329,0.23491525365333232,0.22492531874148414
46,0.895433,0.899269700050354,0.23507744625730706,0.22643292850559615
47,0.89647955,0.9016743898391724,0.23299564614985907,0.22439348211928029
48,0.8953439,0.8944602608680725,0.23165993944761756,0.23631219214971777
49,0.89714754,0.8937477469444275,0.23361125418431863,0.2434911299291182
50,0.89670223,0.9006946682929993,0.23092568008016656,0.22646882206912902
51,0.89803827,0.9039900302886963,0.23031983623190827,0.21989902647462314
52,0.89973056,0.898111879825592,0.23040527178063713,0.23036623151331218
53,0.89939654,0.8989134430885315,0.22974373489600383,0.22763332911963816
54,0.8985949,0.9018524885177612,0.22924740691808956,0.22002664531173338
55,0.8995524,0.9040790796279907,0.22769467374793714,0.22083675070381437
56,0.8986395,0.8950837254524231,0.22804120278020812,0.24473750744695802
