Epoch,Train_Acc,Val_Acc,Train_Loss,Val_Loss
0,0.92985487,0.5000885128974915,0.22549777189399905,1.0123830241510394
1,0.9797531,0.5000885128974915,0.05822245390341543,1.254668328293152
2,0.98820585,0.5000885128974915,0.033244236282889535,1.2739824142513454
3,0.991857,0.5000885128974915,0.025107282809524078,1.778949235282887
4,0.9931182,0.5000885128974915,0.020155088129773364,1.79313924045009
5,0.9948221,0.5000885128974915,0.015518778040517133,1.9299914378532372
